gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
0,unknown,3,2,0,20080212141458,20150913185911,328,2771,123,126,12,0,0,1,0,2,0,310,1.20440316450483,647
0,unknown,3,0,2,20150326005204,20170119220410,66,666,12,18,3,0,0,34,0,2,7,23,0.800528377424059,664
1,male,3,0,0,20150216165927,20151031130000,53,258,33,31,0,0,0,1,5,31,1,15,1.86500803160946,1277
1,unknown,1,0,1,20160814123955,20170707152339,52,328,12,21,2,0,0,5,0,0,5,40,1.05714931610548,1074
1,male,3,0,0,20140515231141,20150224194448,54,286,18,11,0,0,0,3,0,0,0,29,1.86500803160946,1277
1,unknown,1,0,0,20131224003607,20170428112157,87,1222,42,49,0,0,0,1,0,0,1,83,1.86500803160946,1277
1,male,1,3,1,20120506000740,20140413021431,11769,708,618,848,46,0,0,5,13,20,91,8824,0.661673179614133,477
1,male,1,1,2,20170302191825,20170824051309,136,176,17,14,3,0,0,74,0,0,1,61,1.02771709743701,841
1,male,3,3,0,20080826203321,20170927162030,2150,3320,543,814,45,0,0,90,17,17,10,1727,0.865617488080534,412
1,male,3,3,0,20070616185152,20140228162612,853,2450,79,175,56,0,0,2,0,16,4,829,0.865617488080534,412
1,male,3,0,0,20090510020151,20130620184532,52,1503,18,22,2,0,0,2,0,1,6,43,1.86500803160946,1277
1,unknown,1,2,3,20121108020852,20150429020908,800,903,106,136,5,0,0,65,6,22,5,610,0.831953524648453,917
2,female,2,0,2,20150919233755,20151123213834,67,66,13,8,0,0,0,31,0,0,0,36,0.800528377424059,664
1,male,1,1,2,20051030044013,20170410214142,202,4181,66,53,5,0,0,2,1,0,1,193,1.02771709743701,841
1,male,1,2,3,20110920174429,20151226235235,233,1559,36,30,4,0,0,11,0,9,0,205,0.831953524648453,917
1,unknown,1,0,1,20100612213122,20160326024338,55,2115,17,42,3,0,0,3,1,0,0,48,1.05714931610548,1074
1,male,3,2,0,20110515231055,20170705162840,262,2244,54,74,3,0,0,3,0,16,1,240,1.20440316450483,647
1,male,3,1,1,20070710153230,20170714110116,103,3658,37,67,0,0,0,10,0,2,0,91,0.997535302103113,994
2,unknown,2,0,2,20160112142950,20160128002653,53,17,3,17,0,0,0,2,0,0,1,50,0.800528377424059,664
2,female,2,2,3,20140526010211,20170815025831,373,1178,74,67,5,0,0,87,7,0,53,199,0.831953524648453,917
1,male,3,0,1,20110906134743,20121116234253,76,438,6,8,2,0,0,7,1,0,0,68,1.05714931610548,1074
0,unknown,3,2,0,20130813155417,20170929140712,495,1509,114,389,0,0,0,7,0,3,0,463,1.20440316450483,647
1,male,3,0,3,20120204172911,20121023205806,86,263,13,9,1,0,0,6,22,0,13,45,0.411985187306913,297
1,male,1,2,3,20090302220902,20140211013831,424,1808,145,173,36,0,0,5,0,30,4,373,0.831953524648453,917
1,male,1,0,2,20081102031144,20140120203305,54,1906,24,28,3,0,0,6,0,7,2,39,0.800528377424059,664
1,unknown,1,3,3,20140715001626,20170408165515,26544,999,694,16191,433,3,0,621,741,1153,789,21868,1.48165413798567,1596
1,unknown,1,2,3,20070328001505,20120905220041,397,1989,74,115,5,0,0,71,10,12,94,178,0.831953524648453,917
1,male,3,1,0,20140722165406,20170920223108,162,1157,35,131,5,0,0,4,0,0,12,145,1.29126262950745,974
1,male,3,2,2,20100502142924,20160410092615,691,2171,163,128,15,0,0,141,18,1,45,249,0.915024129447388,978
0,unknown,3,2,1,20080516072021,20130410113938,243,1791,104,145,3,0,0,2,0,0,1,225,0.982449108801872,752
1,unknown,1,0,0,20150307012038,20170913023248,53,922,8,11,0,0,0,30,0,3,2,18,1.86500803160946,1277
2,female,3,0,3,20101007090054,20120425171704,72,567,18,11,0,0,0,6,0,12,7,45,0.411985187306913,297
1,male,3,3,0,20070721235015,20151119234915,9008,3044,885,4728,22,2,0,260,1241,186,321,6830,0.865617488080534,412
1,male,1,2,3,20060104025012,20170617113424,714,4183,357,467,74,0,0,23,4,51,13,607,0.831953524648453,917
1,unknown,1,3,3,20090727160706,20170928194738,1374,2986,425,779,40,0,0,206,13,20,49,1044,1.48165413798567,1596
1,male,3,0,3,20060818133300,20170102185945,87,3791,37,34,0,0,0,12,0,2,0,73,0.411985187306913,297
1,unknown,1,0,1,20050814050840,20120122003923,74,2353,16,18,7,0,0,13,0,0,0,58,1.05714931610548,1074
1,unknown,1,0,3,20060601025355,20141107172346,74,3082,19,19,1,0,0,21,6,6,9,32,0.411985187306913,297
1,male,1,3,3,20130331141703,20170517072033,3962,1509,373,721,202,0,0,353,7,242,18,2941,1.48165413798567,1596
1,male,1,1,1,20170724023820,20170813231442,114,21,16,55,0,0,0,6,0,2,5,101,0.997535302103113,994
1,male,1,2,1,20050201161821,20160201170523,255,4018,134,153,3,0,0,6,6,12,5,224,0.982449108801872,752
0,unknown,3,1,0,20170321153316,20171001143850,152,195,36,17,0,0,0,1,2,0,0,148,1.29126262950745,974
0,unknown,3,3,3,20050608143428,20170626201327,4033,4402,722,1087,53,0,0,156,142,175,201,2636,1.48165413798567,1596
1,male,1,3,3,20081028174840,20171001233559,1219,3261,227,201,14,0,0,101,15,32,19,1010,1.48165413798567,1596
0,unknown,3,3,3,20070109221150,20170922075800,3018,3910,541,431,24,0,0,555,14,257,338,1730,1.48165413798567,1596
1,unknown,1,0,3,20091213183107,20151011161737,55,2129,29,21,1,0,0,19,0,5,3,23,0.411985187306913,297
0,unknown,3,3,1,20130310113255,20171001171418,2835,1667,539,228,32,0,0,3,4,28,35,2755,0.661673179614133,477
0,unknown,3,0,2,20150301024323,20161120183207,59,631,7,11,6,0,0,3,0,0,0,56,0.800528377424059,664
1,unknown,1,0,2,20161107034540,20170909235152,56,307,21,19,1,0,0,16,0,3,1,34,0.800528377424059,664
0,unknown,3,2,3,20060127192625,20150405184217,281,3356,81,85,29,0,0,46,0,17,23,191,0.831953524648453,917
1,male,1,1,1,20140511151223,20170614150709,126,1131,42,65,2,0,0,5,3,17,9,90,0.997535302103113,994
0,unknown,3,0,0,20120829022838,20130703160319,82,309,26,24,0,0,0,1,0,6,1,72,1.86500803160946,1277
1,male,1,2,0,20120708014939,20130710220105,729,368,209,97,6,0,0,24,1,9,30,504,1.20440316450483,647
0,unknown,3,2,2,20060121231300,20170831173113,611,4241,218,441,13,0,0,22,3,24,8,531,0.915024129447388,978
0,unknown,3,3,2,20080331162658,20170925040401,3184,3466,296,758,174,18,0,7,1,29,51,2712,1.00522694513289,817
1,male,3,1,1,20110109014817,20151015140333,98,1741,16,2,0,0,0,96,0,0,0,0,0.997535302103113,994
0,unknown,3,3,2,20090310195800,20170919160805,4524,3116,368,716,197,26,0,136,5,39,283,4029,1.00522694513289,817
1,unknown,1,0,1,20050324235236,20140405082058,65,3300,29,45,8,0,0,4,2,9,2,44,1.05714931610548,1074
0,unknown,3,3,3,20080801130629,20170904133255,2758,3322,147,1058,2,0,0,403,116,14,524,1439,1.48165413798567,1596
0,unknown,3,2,2,20060106222815,20170914131513,649,4270,206,333,24,0,0,10,0,5,4,616,0.915024129447388,978
2,female,3,1,0,20120731123430,20140413123034,109,622,23,34,1,0,0,1,2,3,13,80,1.29126262950745,974
1,unknown,1,0,0,20150324095947,20150730171940,68,129,10,4,0,0,0,2,0,0,0,66,1.86500803160946,1277
0,unknown,3,0,2,20040204145605,20130824135314,63,3490,34,32,4,0,0,13,2,7,5,32,0.800528377424059,664
0,unknown,3,1,1,20070313043116,20170827215224,101,3821,64,45,1,0,0,2,0,37,3,59,0.997535302103113,994
0,unknown,3,2,3,20060103162222,20170828170830,612,4256,232,391,10,0,0,23,1,6,4,537,0.831953524648453,917
1,unknown,1,0,2,20060828183944,20120430141740,69,2073,32,47,0,0,0,5,3,18,2,39,0.800528377424059,664
1,male,1,0,1,20081205071311,20170809231820,69,3170,35,43,1,0,0,2,0,0,0,66,1.05714931610548,1074
1,male,1,3,3,20101223052203,20170926201327,1620,2470,207,259,23,0,0,35,15,18,3,1365,1.48165413798567,1596
0,unknown,3,0,3,20060818151443,20160401095736,81,3515,33,46,5,0,0,5,4,4,3,62,0.411985187306913,297
2,female,2,0,1,20140502010622,20140702075315,50,62,6,43,0,0,0,2,0,0,0,48,1.05714931610548,1074
0,unknown,3,0,1,20140826134149,20140909135812,66,15,5,3,0,0,0,65,0,0,0,0,1.05714931610548,1074
0,unknown,3,1,0,20130517222725,20170423184913,137,1438,45,61,0,0,0,1,4,5,1,116,1.29126262950745,974
1,unknown,1,2,3,20071015174226,20160418213150,378,3109,90,103,3,0,0,34,0,49,18,260,0.831953524648453,917
0,unknown,3,2,0,20150501143612,20160126185327,734,271,135,245,3,0,0,10,3,0,8,709,1.20440316450483,647
1,male,1,3,3,20130419224109,20170204204326,5530,1388,537,541,31,0,0,89,12,54,194,4311,1.48165413798567,1596
1,male,3,3,0,20090325194643,20170930110134,17170,3112,1814,1113,73,0,0,103,64,237,314,15479,0.865617488080534,412
1,male,1,0,3,20170325135003,20170930215355,60,190,16,20,0,0,0,25,0,1,1,33,0.411985187306913,297
0,unknown,3,1,2,20060315000957,20170621183534,118,4117,41,58,3,0,0,8,0,27,8,73,1.02771709743701,841
0,unknown,3,3,3,20070513144142,20170815155114,2130,3748,656,514,16,0,0,110,33,215,167,1501,1.48165413798567,1596
1,unknown,1,3,1,20060526074605,20170722184448,7248,4076,567,2978,277,2,0,319,178,820,383,5209,0.661673179614133,477
0,unknown,3,1,3,20071020134207,20130614132230,150,2065,27,27,0,0,0,72,0,12,6,45,0.594368207936839,493
0,unknown,3,2,3,20050927162422,20140602145324,233,3171,47,83,17,0,0,8,9,5,0,208,0.831953524648453,917
1,unknown,1,0,0,20090320013412,20140621153151,61,1920,24,32,0,0,0,1,0,0,2,54,1.86500803160946,1277
1,male,3,1,2,20120819111016,20130110150542,129,145,28,40,0,0,0,25,63,17,1,21,1.02771709743701,841
0,unknown,3,2,0,20080318224421,20170822122000,296,3445,47,90,5,0,0,1,0,0,1,292,1.20440316450483,647
0,unknown,3,3,3,20070724125640,20170924114940,14511,3716,1673,5153,189,0,0,250,334,697,506,11671,1.48165413798567,1596
0,unknown,3,2,2,20080107015556,20140102024232,397,2188,143,174,0,0,0,9,0,15,1,359,0.915024129447388,978
1,unknown,1,1,3,20050215165158,20170929172326,218,4610,37,39,3,0,0,50,5,8,17,137,0.594368207936839,493
1,unknown,1,1,0,20120307225948,20120729035935,105,145,18,6,1,0,0,1,0,1,0,103,1.29126262950745,974
0,unknown,3,0,1,20110721172510,20170410162629,85,2091,47,30,1,0,0,29,12,1,3,40,1.05714931610548,1074
0,unknown,3,2,2,20070225163232,20170920082344,654,3861,243,387,36,0,0,36,6,64,14,529,0.915024129447388,978
1,unknown,1,1,1,20080721135407,20151006090153,113,2634,41,12,1,0,0,1,1,0,7,104,0.997535302103113,994
2,unknown,2,2,2,20101111112635,20170925164544,637,2511,96,214,1,0,0,7,1,2,29,598,0.915024129447388,978
2,female,3,3,2,20090710135031,20121221221359,7080,1261,96,4451,35,1,0,68,177,81,106,6217,1.00522694513289,817
1,male,1,0,2,20110520230216,20130508214234,70,720,17,29,0,0,0,10,0,11,1,44,0.800528377424059,664
2,unknown,2,0,2,20120126212522,20120320174941,58,55,14,17,3,0,0,21,0,7,7,21,0.800528377424059,664
0,unknown,3,0,0,20131106012259,20131231014847,64,56,8,4,0,0,0,4,1,1,0,58,1.86500803160946,1277
1,male,1,2,1,20061213140248,20150110173524,263,2951,103,110,0,0,0,2,4,73,46,137,0.982449108801872,752
0,unknown,3,0,1,20050512195847,20170914195029,54,4509,18,22,7,0,0,14,0,1,3,34,1.05714931610548,1074
1,male,1,0,2,20131017103102,20150419225343,83,550,24,28,8,0,0,31,1,0,1,43,0.800528377424059,664
1,male,3,2,1,20061122172101,20140618235437,542,2766,48,41,6,0,0,175,3,6,4,347,0.982449108801872,752
1,male,1,2,3,20071231014032,20170224001204,396,3344,118,137,7,0,0,55,0,0,1,330,0.831953524648453,917
0,unknown,3,3,2,20141216212303,20171001133305,7838,1021,751,1293,52,0,0,25,177,65,65,7430,1.00522694513289,817
0,unknown,3,0,0,20161231023203,20170917222538,65,261,46,35,0,0,0,1,0,0,0,64,1.86500803160946,1277
0,unknown,3,1,0,20120507165914,20120525120053,111,19,5,74,0,0,0,1,0,0,0,74,1.29126262950745,974
1,male,3,3,0,20071127011604,20161120144516,1167,3282,244,205,11,0,0,1,1,35,14,1115,0.865617488080534,412
1,male,1,1,3,20071128010012,20170517183614,216,3459,68,65,4,0,0,67,1,8,3,134,0.594368207936839,493
1,unknown,1,1,0,20080208174230,20160412112759,134,2987,40,66,0,0,0,1,0,1,6,126,1.29126262950745,974
1,male,3,2,3,20071012014855,20171001212539,624,3643,196,122,26,0,0,82,1,4,5,526,0.831953524648453,917
1,male,1,2,0,20071123045324,20140519212457,373,2370,29,49,4,0,0,61,2,5,6,281,1.20440316450483,647
1,unknown,1,1,2,20090710213258,20120731180536,121,1118,21,24,0,0,0,60,0,0,0,43,1.02771709743701,841
1,unknown,1,2,3,20031126170344,20160517050605,526,4557,89,243,17,0,0,33,14,36,6,414,0.831953524648453,917
1,unknown,1,1,1,20100511021325,20131229014019,171,1329,16,16,3,0,0,5,0,3,27,135,0.997535302103113,994
1,male,1,1,3,20100502172549,20140203024259,133,1374,56,55,3,0,0,6,0,0,2,123,0.594368207936839,493
1,male,1,1,2,20151203172022,20160123192952,204,52,30,36,1,0,0,37,5,1,10,121,1.02771709743701,841
1,male,3,1,1,20111016022308,20131206041227,154,783,32,16,0,0,0,1,1,6,20,77,0.997535302103113,994
1,unknown,1,0,3,20120822221848,20121216022812,73,117,12,5,0,0,0,41,2,0,0,0,0.411985187306913,297
0,unknown,3,0,0,20120808141142,20120906011437,67,30,11,9,0,0,0,1,0,0,1,65,1.86500803160946,1277
1,male,1,3,1,20091122213604,20171001164749,2209,2871,771,421,13,0,0,6,15,64,70,2044,0.661673179614133,477
1,male,3,2,0,20110617081513,20120111205013,447,209,53,106,1,0,0,8,1,9,46,329,1.20440316450483,647
1,male,1,3,2,20110610182507,20170202050809,958,2065,98,184,46,0,0,48,0,26,1,866,1.00522694513289,817
1,male,1,2,3,20080324200030,20130801022722,300,1957,91,113,4,0,0,24,0,0,1,221,0.831953524648453,917
1,male,3,3,0,20111116173335,20160827005610,2845,1747,546,491,2,0,0,51,159,260,195,1444,0.865617488080534,412
1,unknown,1,3,2,20080201191648,20120502051015,6346,1553,394,1612,142,0,0,85,3,44,51,5557,1.00522694513289,817
1,male,1,0,1,20111205165409,20120211131356,86,69,10,29,1,0,0,15,0,0,0,67,1.05714931610548,1074
1,male,3,2,1,20100216131929,20170920214113,330,2774,128,199,9,1,0,1,12,24,6,274,0.982449108801872,752
0,unknown,3,3,1,20080319032617,20160711123650,4189,3037,542,505,102,0,0,105,53,126,191,3559,0.661673179614133,477
1,unknown,1,3,1,20061230231317,20170916162445,894,3914,322,436,3,0,0,6,0,4,4,605,0.661673179614133,477
1,male,1,1,3,20131004200043,20141010072724,112,372,13,39,0,0,0,66,0,0,2,43,0.594368207936839,493
1,unknown,1,2,2,20120203191428,20160221200109,224,1480,84,43,5,0,0,13,1,14,5,182,0.915024129447388,978
0,unknown,3,1,0,20080221155918,20170804064637,164,3453,68,21,0,0,0,2,1,31,8,116,1.29126262950745,974
1,male,1,1,3,20101230140412,20130404180605,126,827,39,45,6,0,0,48,1,3,4,67,0.594368207936839,493
1,unknown,1,1,2,20050907001755,20150925160425,184,3671,56,101,0,0,0,22,8,3,0,120,1.02771709743701,841
1,male,1,1,2,20091108101054,20170814165438,155,2837,67,52,2,0,0,7,3,1,5,112,1.02771709743701,841
1,unknown,1,0,3,20150528165500,20170126022834,82,610,11,14,0,0,0,5,0,0,0,77,0.411985187306913,297
1,male,1,1,1,20101012132639,20170205215927,123,2309,21,18,0,0,0,29,0,22,42,30,0.997535302103113,994
2,unknown,2,3,3,20070506145655,20170307130528,8675,3594,373,6344,21,5,0,129,257,27,338,7671,1.48165413798567,1596
0,unknown,3,0,3,20120729015357,20121102061453,55,97,13,19,0,0,0,1,0,0,0,54,0.411985187306913,297
0,unknown,3,0,0,20160706173209,20160715152048,73,10,7,11,0,0,0,1,29,0,1,42,1.86500803160946,1277
1,male,3,3,1,20100512144455,20140321001456,1478,1410,231,303,97,1,0,168,24,8,14,1205,0.661673179614133,477
0,unknown,3,2,0,20160205160950,20171001194232,716,605,127,135,3,0,0,2,2,0,3,563,1.20440316450483,647
1,male,1,0,3,20091012235852,20130905124448,67,1425,32,22,1,0,0,19,0,3,9,33,0.411985187306913,297
1,unknown,1,3,2,20100928145028,20171002024409,7131,2562,515,1765,210,0,0,913,11,37,30,4816,1.00522694513289,817
0,unknown,3,2,0,20141130174553,20170831124737,413,1006,101,23,0,0,0,3,0,1,0,107,1.20440316450483,647
0,unknown,3,3,0,20140617193233,20141201025609,898,168,18,886,0,0,0,4,0,0,4,888,0.865617488080534,412
0,unknown,3,3,2,20060213045432,20170324204641,4789,4058,735,1238,241,0,0,18,48,242,195,4190,1.00522694513289,817
0,unknown,3,0,3,20080201201740,20170722073144,63,3460,36,51,1,0,0,3,1,3,3,50,0.411985187306913,297
1,male,3,2,3,20120706194429,20150408191701,647,1007,79,185,28,0,0,38,4,13,36,539,0.831953524648453,917
1,unknown,1,0,1,20150823130214,20160801175052,84,345,20,15,2,0,0,19,4,6,1,54,1.05714931610548,1074
1,unknown,1,3,3,20080804163357,20170809170639,16858,3293,676,4136,509,0,0,555,561,298,2081,11738,1.48165413798567,1596
0,unknown,3,1,1,20130824153035,20150124193545,222,519,28,79,1,0,0,2,7,25,27,156,0.997535302103113,994
1,male,3,0,2,20120330173523,20120404174402,84,6,5,32,1,0,0,25,3,0,16,30,0.800528377424059,664
1,unknown,1,2,2,20050107042834,20170831162813,409,4620,74,63,17,0,0,3,1,12,7,380,0.915024129447388,978
1,unknown,1,2,3,20150302121254,20170827080754,553,910,134,194,0,0,0,31,23,15,7,470,0.831953524648453,917
1,male,3,3,1,20130922134950,20170924154259,985,1464,258,301,36,0,0,33,0,27,13,884,0.661673179614133,477
1,unknown,1,2,3,20070205011513,20150822230110,655,3121,74,261,98,0,0,29,34,12,14,469,0.831953524648453,917
0,unknown,3,3,0,20160209090939,20170628055228,4700,506,190,4444,9,0,0,1,0,0,3,4336,0.865617488080534,412
1,male,1,2,2,20110102205734,20140106182057,271,1101,70,121,1,0,0,30,0,0,28,151,0.915024129447388,978
1,unknown,1,2,2,20061206214128,20151103174659,291,3255,94,112,6,0,0,17,22,35,23,168,0.915024129447388,978
1,male,3,2,0,20130523023256,20170915005313,412,1577,106,65,3,0,0,2,0,0,2,312,1.20440316450483,647
0,unknown,3,2,3,20170504195525,20170927181410,468,147,46,50,16,0,0,28,0,0,0,357,0.831953524648453,917
2,unknown,2,3,3,20051025220321,20161101213352,3433,4026,233,951,42,0,0,38,14,40,56,3257,1.48165413798567,1596
0,unknown,3,2,1,20120907002153,20170908180256,224,1828,73,27,2,0,0,26,0,17,2,179,0.982449108801872,752
0,unknown,3,0,1,20120711035420,20170429012130,68,1754,22,24,6,0,0,5,0,6,0,56,1.05714931610548,1074
1,unknown,1,2,1,20110813020345,20150804162941,447,1453,96,72,7,0,0,3,0,1,8,420,0.982449108801872,752
0,unknown,3,1,0,20091230161730,20121009155046,154,1015,16,16,0,0,0,1,0,4,1,148,1.29126262950745,974
1,male,1,0,3,20150308170717,20170202235136,64,698,18,19,0,0,0,33,1,0,5,18,0.411985187306913,297
1,unknown,1,0,1,20030218170628,20170418010620,82,5174,29,42,8,0,0,4,0,2,0,75,1.05714931610548,1074
1,male,1,3,3,20071203211334,20170923225121,13285,3583,1433,384,16,0,0,209,118,822,707,10146,1.48165413798567,1596
0,unknown,3,2,2,20160528143417,20160831023028,326,96,48,41,4,0,0,280,0,12,0,34,0.915024129447388,978
1,unknown,1,0,2,20131121115703,20140602085745,62,194,13,16,9,0,0,2,0,0,0,60,0.800528377424059,664
0,unknown,3,2,2,20110118025524,20170926152421,358,2444,122,97,5,0,0,5,0,4,7,333,0.915024129447388,978
1,male,3,1,1,20110408001207,20160213224329,146,1773,27,36,0,0,0,8,30,4,0,104,0.997535302103113,994
0,unknown,3,0,3,20150521121309,20160915083405,86,484,3,1,0,0,0,86,0,0,0,0,0.411985187306913,297
1,male,1,2,3,20160501180351,20170930211238,583,518,137,184,2,0,0,220,16,1,28,257,0.831953524648453,917
1,unknown,1,3,2,20060304110729,20170930224958,30577,4229,1830,25583,461,0,0,44,197,47,42,24495,1.00522694513289,817
1,male,3,1,2,20060215135840,20170923234104,203,4239,31,49,14,0,0,51,0,0,8,120,1.02771709743701,841
0,unknown,3,1,2,20060920103558,20130205164829,127,2331,51,51,9,1,0,30,4,5,6,79,1.02771709743701,841
2,unknown,2,0,1,20150812175904,20160416164044,72,249,8,9,1,0,0,9,0,1,4,58,1.05714931610548,1074
2,unknown,2,0,0,20140731225909,20140903140809,70,35,7,5,1,0,0,7,0,0,4,59,1.86500803160946,1277
2,unknown,2,0,2,20120822222009,20121114132320,70,85,8,3,0,0,0,63,0,0,0,0,0.800528377424059,664
2,unknown,2,0,1,20161020075504,20170520214126,65,213,12,7,0,0,0,60,0,3,2,0,1.05714931610548,1074
2,unknown,2,0,0,20131226052400,20150522215936,62,513,16,42,5,0,0,1,0,0,2,59,1.86500803160946,1277
1,male,3,2,2,20060109040402,20170820012309,588,4242,138,112,3,0,0,14,29,15,34,489,0.915024129447388,978
0,unknown,3,0,1,20060130194525,20161026173736,76,3923,29,53,7,0,0,4,1,1,0,65,1.05714931610548,1074
1,male,3,1,3,20130727045712,20160228035635,98,947,27,24,0,0,0,41,0,4,5,46,0.594368207936839,493
1,male,1,2,0,20100327000335,20170901161108,432,2716,67,27,6,0,0,2,39,3,8,377,1.20440316450483,647
1,male,3,1,3,20100403143340,20160715192202,170,2296,88,20,0,0,0,3,0,4,24,139,0.594368207936839,493
1,male,3,1,0,20110605031811,20150713005659,163,1500,32,52,3,0,0,76,12,7,5,12,1.29126262950745,974
1,unknown,1,0,2,20140924000102,20141007121600,50,14,7,19,0,0,0,24,0,0,13,13,0.800528377424059,664
1,male,3,0,2,20080424091017,20120322162013,63,1429,51,57,0,0,0,3,0,2,0,56,0.800528377424059,664
1,male,1,3,3,20070928055404,20170919060828,4835,3645,949,458,21,0,0,154,19,65,232,1948,1.48165413798567,1596
1,unknown,1,2,2,20140531162541,20140725191305,236,56,28,29,7,0,0,172,0,7,3,53,0.915024129447388,978
0,unknown,3,3,1,20060330081330,20170912060144,1266,4185,287,190,17,0,0,108,65,326,192,572,0.661673179614133,477
1,unknown,1,2,3,20060914024252,20120813062348,396,2161,52,73,13,0,0,80,0,5,2,296,0.831953524648453,917
0,unknown,3,1,2,20050825193958,20170715202325,94,4343,32,28,15,0,0,25,0,0,3,66,1.02771709743701,841
1,male,1,2,2,20110326165642,20130424092601,307,761,17,48,7,0,0,55,7,5,18,214,0.915024129447388,978
1,male,1,1,2,20130201162013,20170529233814,129,1579,36,37,1,0,0,21,0,0,1,107,1.02771709743701,841
0,unknown,3,1,2,20051118000032,20170913160729,97,4318,60,63,8,0,0,6,0,3,1,86,1.02771709743701,841
0,unknown,3,3,3,20070109221550,20170911202916,7885,3899,726,1219,261,0,0,200,11,67,101,7409,1.48165413798567,1596
1,unknown,1,2,1,20150709221312,20150727224924,275,19,19,40,17,0,0,1,0,0,0,269,0.982449108801872,752
1,unknown,1,0,1,20061013051759,20130110163221,50,2282,31,33,0,0,0,2,0,3,0,45,1.05714931610548,1074
0,unknown,3,3,0,20040920212032,20170818163911,10662,4716,792,3134,670,0,0,89,603,590,1273,7784,0.865617488080534,412
1,male,1,1,2,20080316130322,20150207185502,99,2520,15,11,1,0,0,1,0,2,7,86,1.02771709743701,841
1,male,3,1,0,20050827233943,20151202213404,215,3750,72,136,6,0,0,13,36,9,15,135,1.29126262950745,974
1,male,3,3,0,20140806072135,20170930154806,5350,1152,350,585,173,0,0,42,1,13,6,5162,0.865617488080534,412
1,male,3,3,1,20090410032631,20130823172255,896,1597,172,249,49,0,0,15,8,4,3,697,0.661673179614133,477
1,male,1,2,2,20050629080338,20130606193953,282,2900,113,94,12,0,0,22,1,7,7,244,0.915024129447388,978
1,male,1,0,3,20060503191324,20140325130952,92,2884,22,31,0,0,0,50,4,0,26,12,0.411985187306913,297
1,male,1,2,3,20160822014413,20170319235731,318,210,32,115,12,0,0,47,2,6,50,190,0.831953524648453,917
1,unknown,1,0,3,20120126045217,20130309044055,70,409,11,3,0,0,0,37,33,0,0,0,0.411985187306913,297
0,unknown,3,3,1,20081208215555,20131202195757,1276,1821,134,311,1,0,0,4,0,0,22,1240,0.661673179614133,477
0,unknown,3,2,3,20070627034625,20130429191451,248,2134,26,64,8,0,0,30,0,17,76,94,0.831953524648453,917
0,unknown,3,1,3,20150307010844,20150708191023,105,124,17,68,3,0,0,6,0,4,4,89,0.594368207936839,493
1,unknown,1,1,1,20110111180832,20130524214708,163,865,42,26,1,0,0,1,0,0,0,160,0.997535302103113,994
2,female,2,0,2,20090310202652,20130123130149,54,1416,13,13,1,0,0,4,3,5,8,34,0.800528377424059,664
1,male,1,2,3,20060314152809,20150723232709,675,3419,84,132,18,0,0,158,1,3,20,460,0.831953524648453,917
1,male,1,2,3,20040918161842,20170215123410,476,4534,127,149,2,0,0,60,14,16,20,344,0.831953524648453,917
0,unknown,3,0,0,20050728223711,20141015232048,65,3367,16,15,0,0,0,1,5,31,3,25,1.86500803160946,1277
1,male,3,3,2,20081007161142,20170724152330,4448,3213,930,490,141,0,0,139,10,35,97,4053,1.00522694513289,817
2,female,3,1,0,20130620172328,20161130225156,164,1260,54,61,3,0,0,4,3,2,0,155,1.29126262950745,974
0,unknown,3,0,1,20161103100829,20161223174043,69,51,14,9,0,0,0,52,0,1,13,0,1.05714931610548,1074
1,unknown,1,2,0,20100220211927,20170810063017,281,2729,60,69,9,0,0,1,6,10,63,201,1.20440316450483,647
1,male,1,1,2,20141217100524,20170916102030,138,1005,30,8,0,0,0,83,6,8,3,35,1.02771709743701,841
1,unknown,1,3,3,20060804071654,20170821144859,17950,4036,976,6272,126,0,0,320,1124,852,1265,13153,1.48165413798567,1596
1,unknown,1,1,1,20040912100409,20160212081953,143,4171,81,99,3,0,0,3,2,6,8,121,0.997535302103113,994
1,male,1,2,0,20070901154216,20160602032611,575,3198,100,71,10,0,0,1,0,0,1,573,1.20440316450483,647
1,unknown,1,0,1,20070628032139,20170326224751,62,3560,26,16,2,0,0,8,0,2,1,51,1.05714931610548,1074
0,unknown,3,2,0,20141218105704,20170604192548,574,900,86,159,2,0,0,1,9,6,22,372,1.20440316450483,647
1,unknown,1,1,1,20041119214159,20121212134224,100,2946,21,45,0,0,0,4,0,0,9,86,0.997535302103113,994
1,unknown,1,0,3,20070623190731,20130211025601,75,2061,19,14,1,0,0,25,0,2,6,42,0.411985187306913,297
0,unknown,3,2,2,20061111173544,20160413093745,413,3442,37,20,4,0,0,17,0,0,1,395,0.915024129447388,978
1,male,3,2,2,20070206135133,20170713104012,482,3811,178,154,2,0,0,142,77,39,45,164,0.915024129447388,978
0,unknown,3,0,0,20140228211836,20140304173442,55,5,4,51,0,0,0,5,0,0,1,45,1.86500803160946,1277
0,unknown,3,2,0,20130704235735,20130717002839,614,14,14,43,0,0,0,4,0,2,0,409,1.20440316450483,647
1,male,3,2,0,20080916213445,20141128045452,229,2265,78,54,3,0,0,2,3,17,11,193,1.20440316450483,647
0,unknown,3,3,1,20150606170918,20161220182013,2428,564,413,773,156,0,0,7,1,6,15,2281,0.661673179614133,477
